Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,Number of COVID-19 Deaths,Flag
10/4/2020,2/1/2020,10/3/2020,MT,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,MT,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,MT,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,0,
10/4/2020,2/1/2020,10/3/2020,MT,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,14,
10/4/2020,2/1/2020,10/3/2020,MT,Renal failure,Renal failure,N17-N19,0-24,0,
10/4/2020,2/1/2020,10/3/2020,MT,Renal failure,Renal failure,N17-N19,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,MT,Renal failure,Renal failure,N17-N19,35-44,0,
10/4/2020,2/1/2020,10/3/2020,MT,Renal failure,Renal failure,N17-N19,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,MT,Renal failure,Renal failure,N17-N19,55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,MT,Renal failure,Renal failure,N17-N19,65-74,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,MT,Renal failure,Renal failure,N17-N19,75-84,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,MT,Renal failure,Renal failure,N17-N19,85+,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,MT,Renal failure,Renal failure,N17-N19,Not stated,0,
10/4/2020,2/1/2020,10/3/2020,MT,Renal failure,Renal failure,N17-N19,All Ages,13,
10/4/2020,2/1/2020,10/3/2020,MT,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,0,
10/4/2020,2/1/2020,10/3/2020,MT,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,0,
10/4/2020,2/1/2020,10/3/2020,MT,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,0,
10/4/2020,2/1/2020,10/3/2020,MT,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,0,
10/4/2020,2/1/2020,10/3/2020,MT,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,0,
10/4/2020,2/1/2020,10/3/2020,MT,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,0,
10/4/2020,2/1/2020,10/3/2020,MT,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,MT,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,MT,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,0,
10/4/2020,2/1/2020,10/3/2020,MT,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,MT,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,0,
10/4/2020,2/1/2020,10/3/2020,MT,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,MT,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,MT,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,MT,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,30,
10/4/2020,2/1/2020,10/3/2020,MT,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,33,
10/4/2020,2/1/2020,10/3/2020,MT,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,36,
10/4/2020,2/1/2020,10/3/2020,MT,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,39,
10/4/2020,2/1/2020,10/3/2020,MT,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,0,
10/4/2020,2/1/2020,10/3/2020,MT,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,157,
10/4/2020,2/1/2020,10/3/2020,MT,COVID-19,COVID-19,U071,0-24,0,
10/4/2020,2/1/2020,10/3/2020,MT,COVID-19,COVID-19,U071,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,MT,COVID-19,COVID-19,U071,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,MT,COVID-19,COVID-19,U071,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,MT,COVID-19,COVID-19,U071,55-64,19,
10/4/2020,2/1/2020,10/3/2020,MT,COVID-19,COVID-19,U071,65-74,36,
10/4/2020,2/1/2020,10/3/2020,MT,COVID-19,COVID-19,U071,75-84,41,
10/4/2020,2/1/2020,10/3/2020,MT,COVID-19,COVID-19,U071,85+,48,
10/4/2020,2/1/2020,10/3/2020,MT,COVID-19,COVID-19,U071,Not stated,0,
10/4/2020,2/1/2020,10/3/2020,MT,COVID-19,COVID-19,U071,All Ages,158,
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,0,
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,10,
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,27,
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,35,
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,52,
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,46,
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0,
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,178,
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0,
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,0,
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,0,
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,17,
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,17,
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,17,
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0,
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,57,
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,0,
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,18,
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,24,
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0,
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,67,
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Respiratory failure,J96,0-24,0,
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Respiratory failure,J96,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Respiratory failure,J96,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Respiratory failure,J96,45-54,11,
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Respiratory failure,J96,55-64,27,
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Respiratory failure,J96,65-74,39,
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Respiratory failure,J96,75-84,63,
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Respiratory failure,J96,85+,63,
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Respiratory failure,J96,Not stated,0,
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Respiratory failure,J96,All Ages,212,
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Respiratory arrest,R09.2,0-24,0,
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Respiratory arrest,R09.2,25-34,0,
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Respiratory arrest,R09.2,35-44,0,
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Respiratory arrest,R09.2,45-54,0,
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Respiratory arrest,R09.2,55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Respiratory arrest,R09.2,65-74,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Respiratory arrest,R09.2,75-84,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Respiratory arrest,R09.2,85+,12,
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0,
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Respiratory arrest,R09.2,All Ages,25,
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,0,
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,0,
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,0,
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,NE,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
